case_no,status_dttm,status,code,description,violation_stno,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location
V304150,2016-06-08 14:44:48,Closed,1001.3.2,Testing & Certification,21,Irving,ST,Boston,MA,02114,05,171 3rd St,Cambridge,MA,02141,78919.0,42.36046952975148,-71.06649046103485,"(42.36046952975148, -71.06649046103485)"
V304111,2016-06-08 11:47:09,Closed,105.1,Failure to Obtain Permit,645,Hyde Park,AV,Roslindale,MA,02131,18,645 HYDE PARK AV,ROSLINDALE,MA,02131,77490.0,42.27825961194756,-71.11958076451866,"(42.27825961194756, -71.11958076451866)"
V304099,2016-06-08 10:57:29,Closed,3307.1,Protection of Adj. Property,689,Seventh,ST,South Boston,MA,02127,07,65 FRANKLIN ST,Boston,MA,02110,125511.0,42.33221948706233,-71.03265044666843,"(42.33221948706233, -71.03265044666843)"
V304055,2016-06-08 09:06:46,Closed,105.1,Failure to Obtain Permit,1203,Blue Hill,AV,Mattapan,MA,02126,14,43 MONTFERN AVE,BRIGHTON,MA,02135,16188.0,42.283343573949445,-71.09218169107984,"(42.283343573949445, -71.09218169107984)"
V303840,2016-06-07 09:12:25,Open,105.1,Failure to Obtain Permit,8,Charles,ST,Hyde Park,MA,02136,18,8 CHARLES ST,HYDE PARK,MA,02136-1602,29278.0,42.25128963423366,-71.13160085090387,"(42.25128963423366, -71.13160085090387)"
V303624,2016-06-06 09:17:03,Closed,105.1,Failure to Obtain Permit,147,Tremont,ST,Boston,MA,02111,03,47 WEST ST,Boston,Ma,02111,170411.0,42.35511038941339,-71.06300364999332,"(42.35511038941339, -71.06300364999332)"
V303621,2016-06-06 09:14:34,Closed,105.6,Suspension or Revocation,17,Linden,ST,South Boston,MA,02127,07,17 LINDEN ST,SOUTH BOSTON,MA,02127,86472.0,42.3339595033772,-71.04480047141604,"(42.3339595033772, -71.04480047141604)"
V303614,2016-06-06 09:08:58,Closed,105.1,Failure to Obtain Permit,2,Avenue De Lafayette,,Boston,MA,02111,03,575 BOYLSTON ST 8TH FL,Boston,MA,02116,340650.0,42.353924618513965,-71.06160756277079,"(42.353924618513965, -71.06160756277079)"
V303607,2016-06-06 08:38:36,Closed,116.2,Unsafe and Dangerous,42,Raymond,ST,Allston,MA,02134,22,164 QUINCY SHORE DR,QUincy,MA,02171,114832.0,42.36164561673423,-71.13332360791387,"(42.36164561673423, -71.13332360791387)"
V303450,2016-06-03 11:21:22,Closed,105.1,Failure to Obtain Permit,30,Rugdale,RD,Dorchester,MA,02124,17,30 RUGDALE RD,DORCHESTER,MA,02124,119438.0,42.27684954059593,-71.06797065098375,"(42.27684954059593, -71.06797065098375)"
V303441,2016-06-03 10:53:17,Closed,1001.3.2,Testing & Certification,6,Margaret,ST,Boston,MA,02113,03,6 Margaret Street,Boston,MA,02113,89667.0,42.36560951647674,-71.05596042456922,"(42.36560951647674, -71.05596042456922)"
V303410,2016-06-03 09:41:02,Closed,105.1,Failure to Obtain Permit,64,Woolson,ST,Mattapan,MA,02126,14,33 WEST MILTON ST,HYDE PARK,MA,02136-1921,152155.0,42.28122956918168,-71.08910068824491,"(42.281229569181676, -71.08910068824491)"
V303403,2016-06-03 09:30:42,Closed,102.8,Maintenance,18,Talbot,AV,Dorchester,MA,02124,14,95 TERRACE AV,WINTHROP,MA,02152,133670.0,42.2948081623287,-71.08669175429397,"(42.2948081623287, -71.08669175429397)"
V303400,2016-06-03 09:24:13,Closed,1001.3.2,Testing & Certification,23,Margaret,ST,Boston,MA,02113,03,87 TERRACE HALL AVE,BURLINGTON,MA,01803,89659.0,42.366008516298294,-71.05549342318024,"(42.366008516298294, -71.05549342318024)"
V303242,2016-06-02 13:40:50,Closed,105.1,Failure to Obtain Permit,5,Tupelo,ST,Roxbury,MA,02119,12,5 TUPELO ST,ROXBURY,MA,02119,138595.0,42.316499554679126,-71.08170059248162,"(42.316499554679126, -71.08170059248162)"
V303249,2016-06-02 12:00:04,Closed,111.3,Temporary Occupancy,20,Parmenter,ST,Boston,MA,02113,03,c/o SILVERMINE DEVELOPMENT PARTNERS LLC,NEW CANAAN,CT,06840,108269.0,42.36387565206014,-71.05514813867599,"(42.36387565206014, -71.05514813867599)"
V303056,2016-06-01 14:09:54,Closed,4-3,Building or Use of Premise req,9,Lawrence,PL,Brighton,MA,02135,22,267 N BEACON ST,BRIGHTON,MA,02135-1968,84568.0,42.35519963870448,-71.14887065735155,"(42.355199638704484, -71.14887065735155)"
V303029,2016-06-01 11:31:04,Closed,Article 4 Section 4-3,No use of premises permit:,60,Northdale,RD,West Roxbury,MA,02132,20,26436 FRESNO DR,MISSION VIEJO,CA,92691,103826.0,42.26864967866508,-71.16525088913559,"(42.26864967866508, -71.16525088913559)"
V302998,2016-06-01 10:21:58,Closed,102.8,Maintenance,11,Fayston,ST,Dorchester,MA,02121,14,C/O JEANETTE WATKINS,Hyde PArk,MA,02136,57040.0,42.313489551140854,-71.07840059252028,"(42.313489551140854, -71.07840059252028)"
V302399,2016-05-26 09:24:10,Closed,3302.1,Construction Safeguards,11,Havelock,ST,Dorchester,MA,02124,14,10 CHELMSFORD ST,METHUEN,MA,01844,71276.0,42.28631994212888,-71.09157186495993,"(42.28631994212888, -71.09157186495993)"
V302257,2016-05-25 11:22:49,Closed,116.2,Unsafe and Dangerous,285,Sumner,ST,East Boston,MA,02128,01,147 Strandway,Winthrop,MA,02152,132366.0,42.36766949245619,-71.03727037799932,"(42.36766949245619, -71.03727037799932)"
V302253,2016-05-25 11:09:46,Closed,116.2,Unsafe and Dangerous,210,Havre,ST,East Boston,MA,02128,01,7 Wave Avenue,Dorchester,MA,02125,71417.0,42.37476449145913,-71.03630436143114,"(42.37476449145913, -71.03630436143114)"
V302246,2016-05-25 11:02:55,Closed,102.8,Maintenance,175,Endicott,ST,Boston,MA,02113,03,C/O PREMIER PROPERTY SOLUTIONS,"BOSTON,",MA,02210-1747,165010.0,42.366024866328345,-71.05746676253837,"(42.366024866328345, -71.05746676253837)"
V302242,2016-05-25 10:35:56,Closed,114.1,Unlawful Acts,64,O,ST,South Boston,MA,02127,06,"64 O ST, Unit 1",SOUTH BOSTON,MA,02127,104434.0,42.33630725928818,-71.02911897409028,"(42.33630725928818, -71.02911897409028)"
V302188,2016-05-25 09:13:24,Closed,1001.3.2,Testing & Certification,41,Sheafe,ST,Boston,MA,02113,03,c/o Anthony COGLIANI,Boston,MA,02113,360066.0,42.3666695169538,-71.05636042385157,"(42.3666695169538, -71.05636042385157)"
V293941,2016-05-20 08:47:57,Closed,102.8,Maintenance,81,Mount Vernon,ST,Boston,MA,02108,05,111 INDIAN SPRING RD,Milton,MA,02186,278969.0,42.358420531568854,-71.06724546650324,"(42.358420531568854, -71.06724546650324)"
V301555,2016-05-20 08:22:47,Closed,105.1,Failure to Obtain Permit,99,Moreland,ST,Roxbury,MA,02119,12,97 MORELAND ST,ROXBURY,MA,02119,97446.0,42.32286954850176,-71.07718056871633,"(42.32286954850176, -71.07718056871633)"
V301333,2016-05-19 08:21:52,Closed,116.2,Unsafe and Dangerous,67,Perrin,ST,Roxbury,MA,02119,12,C/O JAMES D BRANCH MD,WINSTON SALEM,NC,27101,109597.0,42.32159955204833,-71.07979057713112,"(42.32159955204833, -71.07979057713112)"
V301196,2016-05-18 11:05:06,Closed,105.1,Failure to Obtain Permit,27,Lawrence,AV,Dorchester,MA,02121,14,27 LAWRENCE AV,DORCHESTER,MA,02121-2012,84520.0,42.31292955169556,-71.07895059437044,"(42.31292955169556, -71.07895059437044)"
V301113,2016-05-18 08:47:27,Closed,105.1,Failure to Obtain Permit,11,Oakwood,ST,Hyde Park,MA,02136,18,5 Fletcher Steele Way,Milton,MA,02186,104969.0,42.26828959933314,-71.1097907643571,"(42.26828959933314, -71.1097907643571)"
V301112,2016-05-18 08:44:29,Closed,116.2,Unsafe and Dangerous,558,River,ST,Mattapan,MA,02126,18,560 River Street,Mattapan,MA,02126,116631.0,42.266562580842546,-71.09612473753833,"(42.266562580842546, -71.09612473753833)"
V301111,2016-05-18 08:34:19,Closed,105.1,Failure to Obtain Permit,64,O,ST,South Boston,MA,02127,06,64 O ST,SOUTH BOSTON,MA,02127,104434.0,42.33630725928818,-71.02911897409028,"(42.33630725928818, -71.02911897409028)"
V301008,2016-05-17 15:29:49,Closed,116.2,Unsafe and Dangerous,15,Woodman,ST,Jamaica Plain,MA,02130,11,15 WOODMAN ST,JAMAICA PLAIN,MA,02130,151778.0,42.306749604626894,-71.11722069424772,"(42.306749604626894, -71.11722069424772)"
V300742,2016-05-16 14:45:35,Closed,104.6,Right of Entry,252,Princeton,ST,East Boston,MA,02128,01,252 PRINCETON ST,EAST BOSTON,MA,02128,113265.0,42.379699483876834,-71.03062033734474,"(42.379699483876834, -71.03062033734474)"
V300738,2016-05-16 14:37:02,Closed,116.2,Unsafe and Dangerous,540,Gallivan,BLVD,Dorchester,MA,02122,16,540 Gallivan Boulevard,Dorchester,MA,02124,62343.0,42.28298052061151,-71.05471460657229,"(42.28298052061151, -71.05471460657229)"
V300735,2016-05-16 14:24:36,Closed,105.1,Failure to Obtain Permit,30,Gaston,ST,Dorchester,MA,02121,12,36 Devon Street,Dorchester,MA,02121,63010.0,42.313689554320206,-71.08093059809411,"(42.313689554320206, -71.08093059809411)"
V300112,2016-05-16 08:34:52,Closed,116.2,Unsafe and Dangerous,289,Washington,ST,Dorchester,MA,02121,14,28 ROCKDALE ST,MATTAPAN,MA,02126,146016.0,42.300478541016055,-71.07540801033691,"(42.300478541016055, -71.07540801033691)"
V300474,2016-05-13 09:41:13,Closed,116.2,Unsafe and Dangerous,24,Kirkwood,RD,Brighton,MA,02135,22,ONE AVERY ST #25D,Boston,MA,02111,82138.0,42.34133367682691,-71.15791363972686,"(42.34133367682691, -71.15791363972686)"
V300320,2016-05-12 10:05:54,Open,107.3.1,Approval of Documents,462,Sixth,ST,South Boston,MA,02127,07,462 East Sixth St,South Boston,MA,02127,127554.0,42.33311949984225,-71.04207046599505,"(42.33311949984225, -71.04207046599505)"
V300264,2016-05-12 09:53:49,Closed,116.2,Unsafe and Dangerous,839,Cummins,HW,Mattapan,MA,02126,18,201 LYNN FELLS PKWY,MELROSE,MA,02176-1744,45019.0,42.269069581081155,-71.0966807323853,"(42.269069581081155, -71.0966807323853)"
V300294,2016-05-12 09:22:52,Closed,110.27,Guarding of Live parts,11,Southmere,RD,Mattapan,MA,02126,18,11 SOUTHMERE RD,MATTAPAN,MA,02126,129181.0,42.270419564642275,-71.08497070334089,"(42.270419564642275, -71.08497070334089)"
V300287,2016-05-12 09:00:26,Closed,105.1,Failure to Obtain Permit,11,Southmere,RD,Mattapan,MA,02126,18,11 SOUTHMERE RD,MATTAPAN,MA,02126,129181.0,42.270419564642275,-71.08497070334089,"(42.270419564642275, -71.08497070334089)"
V300089,2016-05-11 09:42:36,Closed,105.1,Failure to Obtain Permit,71,Gordon,AV,Hyde Park,MA,02136,18,71-73 GORDON AV,HYDE PARK,MA,02136,65394.0,42.25812962747751,-71.12794082832872,"(42.25812962747751, -71.12794082832872)"
V300057,2016-05-11 08:57:36,Closed,105.1,Failure to Obtain Permit,71,Gordon,AV,Hyde Park,MA,02136,18,73 GORDON AV,Hyde Park,MA,02136,65394.0,42.25812962747751,-71.12794082832872,"(42.25812962747751, -71.12794082832872)"
V300043,2016-05-11 08:36:29,Closed,105.1,Failure to Obtain Permit,78,Phillips,ST,Boston,MA,02114,05,"C/O BEACON SERVICES, INC",MA,Boston,02108,168735.0,42.36006242084043,-71.06940439056409,"(42.36006242084043, -71.06940439056409)"
V299925,2016-05-10 15:55:08,Open,105.1,Failure to Obtain Permit,29,Cushing,AV,Dorchester,MA,02125,13,57 N Washington Street,Boston,MA,02114,45151.0,42.31570953250051,-71.0647205556276,"(42.31570953250051, -71.0647205556276)"
V299767,2016-05-10 09:59:34,Closed,116.2,Unsafe and Dangerous,42,Blue Hill,AV,Roxbury,MA,02119,08,513 DUDLEY ST,BOSTON,MA,02119,16459.0,42.32375954671462,-71.07588056333113,"(42.32375954671462, -71.07588056333113)"
V299555,2016-05-09 10:20:04,Closed,116.2,Unsafe and Dangerous,235,Bunker Hill,ST,Charlestown,MA,02129,02,C/O TWO-35 BUNKER HILL ST LLC,MEDFORD,MA,02155,172152.0,42.3795116154358,-71.06340724398095,"(42.3795116154358, -71.06340724398095)"
V296446,2016-05-09 08:25:54,Closed,116.2,Unsafe and Dangerous,18,Oxford,ST,Boston,MA,02111,03,ONE NASSAU ST #1901,Boston,MA,02111,106206.0,42.35189952383708,-71.06033046558416,"(42.35189952383708, -71.06033046558416)"
V271481,2016-05-09 08:23:19,Closed,1001.3.2,Testing & Certification,55,Broad,ST,Boston,MA,02109,03,"120 Milk St, Suite #200",Boston,MA,02109,20473.0,42.35800076365891,-71.05424576662513,"(42.35800076365891, -71.05424576662513)"
V299295,2016-05-06 11:00:26,Closed,4-3,Building or Use of Premise req,66,Condor,ST,East Boston,MA,02128,01,549 SOUTH ST,QUINCY,MA,02169-7318,346504.0,42.38272778642124,-71.0377229502863,"(42.38272778642124, -71.0377229502863)"
V299100,2016-05-05 10:27:48,Closed,300.11A,Secured in Place,37,Beacon,ST,Boston,MA,02108,05,C/O Beacon Service - Andrew Durfee,BOSTON,MA,02108,11266.0,42.357229530152,-71.06567046641527,"(42.357229530152, -71.06567046641527)"
V298938,2016-05-04 14:50:54,Closed,116.2,Unsafe and Dangerous,16,Hobson,ST,Brighton,MA,02135,22,78 COOLIDGE ST,BROOKLINE,MA,02446,74391.0,42.353159655897926,-71.16243069143972,"(42.353159655897926, -71.16243069143972)"
V298641,2016-05-03 13:48:16,Closed,105.1,Failure to Obtain Permit,540,Commercial,ST,Boston,MA,02113,03,C/O BARRINGTON MNGMNT CO INC,ARLINGTON,MA,02474,36792.0,42.36810009548172,-71.0559948490655,"(42.36810009548172, -71.0559948490655)"
V298540,2016-05-03 09:54:07,Closed,111.1,Certificate of Occupancy,7,Charles,ST,Boston,MA,02108,05,11 Charles Street,Boston,MA,02114,343210.0,42.35656911096772,-71.069438720389,"(42.35656911096772, -71.069438720389)"
V298490,2016-05-03 08:37:12,Open,105.1,Failure to Obtain Permit,214,Callender,ST,Dorchester,MA,02124,14,214 CALLENDER ST,Dorchester,MA,02124,24828.0,42.288339567407725,-71.08844067089859,"(42.288339567407725, -71.08844067089859)"
V298484,2016-05-03 08:16:47,Closed,116.2,Unsafe and Dangerous,104,Brookley,RD,Jamaica Plain,MA,02130,11,147 Beale St,Quincy,MA,02170,355947.0,42.30271824607946,-71.10516608178031,"(42.30271824607946, -71.10516608178031)"
V266162,2016-04-29 10:24:28,Closed,116.2,Unsafe and Dangerous,183,Temple,ST,West Roxbury,MA,02132,20,183 Temple Street,West Roxbury,MA,02132,134265.0,42.28303967547632,-71.1655108567376,"(42.28303967547632, -71.1655108567376)"
V298028,2016-04-29 09:03:42,Closed,105.1,Failure to Obtain Permit,2,Westerly,ST,Jamaica Plain,MA,02130,10,4 SWEDES CROSSING,WESTFORD,MA,01886,148121.0,42.32276368691877,-71.10674267878717,"(42.32276368691877, -71.10674267878717)"
V298013,2016-04-29 08:24:01,Closed,116.2,Unsafe and Dangerous,11,Wainwright,ST,Dorchester,MA,02124,17,48 Old Morton Street,Mattapan,MA,02126,141293.0,42.29090953823648,-71.06753061775885,"(42.29090953823648, -71.06753061775885)"
V297847,2016-04-28 10:21:36,Closed,105.1,Failure to Obtain Permit,149,Endicott,ST,Boston,MA,02113,03,197 PORTLAND ST,BOSTON,MA,02114-1716,53807.0,42.365109518643415,-71.05726043012714,"(42.365109518643415, -71.05726043012714)"
V297799,2016-04-28 09:05:50,Closed,116.2,Unsafe and Dangerous,45,Philbrick,ST,Roslindale,MA,02131,18,45 PHILBRICK ST,ROSLINDALE,MA,02131,109961.0,42.28527960876293,-71.11821074555348,"(42.28527960876293, -71.11821074555348)"
V297796,2016-04-28 09:03:49,Closed,105.1,Failure to Obtain Permit,150,Glenway,ST,Dorchester,MA,02121,14,150 GLENWAY ST,ROXBURY,MA,02121,64715.0,42.29828955619417,-71.08093063218317,"(42.29828955619417, -71.08093063218317)"
V297783,2016-04-28 08:51:12,Closed,116.1,Unsafe and Dangerous,385,Broadway,,South Boston,MA,02127,06,284 COPELAND ST,QUINCY,MA,02169,21472.0,42.33737950916349,-71.04901047245654,"(42.33737950916349, -71.04901047245654)"
V297768,2016-04-28 08:25:26,Closed,116.2,Unsafe and Dangerous,108,Third,AV,Charlestown,MA,02129,02,1 City Hall Square,Boston,MA,02201,420027.0,42.37672380727786,-71.05364108001136,"(42.37672380727786, -71.05364108001136)"
V297617,2016-04-27 10:46:48,Closed,115,Stop Work Order,16,Holton,ST,Allston,MA,02134,22,16 Holton Street,Allston,MA,02134,74821.0,42.3594742626661,-71.13409318171205,"(42.3594742626661, -71.13409318171205)"
V297600,2016-04-27 10:31:36,Closed,116.2,Unsafe and Dangerous,16,Holton,ST,Allston,MA,02134,22,16 Holton Street,Allston,MA,02134,74821.0,42.3594742626661,-71.13409318171205,"(42.3594742626661, -71.13409318171205)"
V297584,2016-04-27 10:00:57,Closed,111.1,Certificate of Occupancy,16,Woodard,RD,West Roxbury,MA,02132,20,16 WOODARD RD,WEST ROXBURY,MA,02132,151347.0,42.27954964660349,-71.14413081615261,"(42.27954964660349, -71.14413081615261)"
V297569,2016-04-27 09:44:11,Closed,116.1,Unsafe and Dangerous,25,Bowdoin,ST,Dorchester,MA,02124,15,C/O ACCOUNTING SECT 20,BOSTON,MA,02111-2325,17695.0,42.29972954389383,-71.07219060932601,"(42.29972954389383, -71.07219060932601)"
V293272,2016-04-26 14:09:06,Closed,116.2,Unsafe and Dangerous,110,Commonwealth,AV,Boston,MA,02116,05,110 Commonwealth Avenue,Boston,MA,02116,340858.0,42.35192585583298,-71.07625263927304,"(42.35192585583298, -71.07625263927304)"
V297361,2016-04-26 11:17:09,Closed,712.3,Horozontal assemblies;Fire,37,Beacon,ST,Boston,MA,02108,05,c/o Beacon Services,Boston,MA,02108,11266.0,42.357229530152,-71.06567046641527,"(42.357229530152, -71.06567046641527)"
V297360,2016-04-26 11:13:04,Closed,101.4.4,Maintenance,37,Beacon,ST,Boston,MA,02108,05,c/o Beacon Services,Boston,MA,02108,11266.0,42.357229530152,-71.06567046641527,"(42.357229530152, -71.06567046641527)"
V297359,2016-04-26 11:08:38,Closed,713.4.1.1,Through Penedtrations,37,Beacon,ST,Boston,MA,02108,05,c/o Beacon Services,Boston,MA,02108,11266.0,42.357229530152,-71.06567046641527,"(42.357229530152, -71.06567046641527)"
V297357,2016-04-26 11:00:27,Closed,713.4.1.1.2,Fire Stop System,37,Beacon,ST,Boston,MA,02108,05,c/o Beacon Services,Boston,MA,02108,11266.0,42.357229530152,-71.06567046641527,"(42.357229530152, -71.06567046641527)"
V297324,2016-04-26 10:02:20,Closed,704.2,Fire-resistance rating,37,Beacon,ST,Boston,MA,02108,05,c/o Beacon Services,Boston,MA,02108,11266.0,42.357229530152,-71.06567046641527,"(42.357229530152, -71.06567046641527)"
V297127,2016-04-25 15:01:10,Closed,105.1,Failure to Obtain Permit,141,Arlington,ST,Boston,MA,02116,05,C/O AVERY PROPERTY MGMT,BOSTON,MA,02118-1690,4817.0,42.34858953568956,-71.0695904937141,"(42.34858953568956, -71.0695904937141)"
V297061,2016-04-25 11:14:46,Closed,116.2,Unsafe and Dangerous,1592,Dorchester,AVE,Dorchester,MA,02122,16,36 Eliot Street,Milton,MA,02186,48352.0,42.29611452862758,-71.0610995919,"(42.29611452862758, -71.0610995919)"
V258479,2016-04-22 09:18:30,Closed,105.1,Failure to Obtain Permit,32,Morrell,ST,West Roxbury,MA,02132,20,32 Morrell Street,West Roxbury,MA,02132-5050,97478.0,42.27320108386957,-71.1678657325462,"(42.27320108386957, -71.1678657325462)"
V204171,2016-04-22 09:17:21,Closed,105.1,Failure to Obtain Permit,32,Morrell,ST,West Roxbury,MA,02132,20,32 Morrell Street,West Roxbury,MA,02132-5050,97478.0,42.27320108386957,-71.1678657325462,"(42.27320108386957, -71.1678657325462)"
V296626,2016-04-21 11:04:33,Closed,105.6,Suspension or Revocation,177,Coleridge,ST,East Boston,MA,02128,01,15 HOSLEY AVENUE,BRADFORD,CT,06405,34742.0,42.38133946110799,-71.01293029441493,"(42.38133946110799, -71.01293029441493)"
V296623,2016-04-21 11:00:56,Closed,102.8,Maintenance,108,Brooks,ST,Brighton,MA,02135,22,405B DEDHAM STREET,Newton,MA,02459,22362.0,42.35389965620605,-71.16271069141335,"(42.35389965620605, -71.16271069141335)"
V296461,2016-04-20 15:51:46,Closed,1001.3.2,Testing & Certification,22,Henchman,ST,Boston,MA,02109,03,2 Lower Crescent Avenue,Sausalito,CA,94965,72841.0,42.36735951358149,-71.05368041669072,"(42.36735951358149, -71.05368041669072)"
V296307,2016-04-20 09:26:48,Closed,116.2,Unsafe and Dangerous,52,Everett,ST,Brighton,MA,02135,22,133 PEARL ST,Boston,MA,02110,55002.0,42.3555996251113,-71.13897063445889,"(42.3555996251113, -71.13897063445889)"
V296280,2016-04-20 09:07:49,Closed,116.2,Unsafe and Dangerous,18,Rugby,RD,Mattapan,MA,02126,18,18 RUGBY RD,MATTAPAN,MA,02126-3209,119412.0,42.27035959030831,-71.10351074561983,"(42.27035959030831, -71.10351074561983)"
V296271,2016-04-20 08:41:45,Closed,116.2,Unsafe and Dangerous,687,Cummins,HW,Mattapan,MA,02126,18,687 CUMMINS HWY,MATTAPAN,MA,02126,44948.0,42.27077959106826,-71.10331074316039,"(42.27077959106826, -71.10331074316039)"
V296266,2016-04-20 08:25:53,Closed,116.2,Unsafe and Dangerous,13,Centre,CT,Dorchester,MA,02122,16,50 ROSETTA'S WAY,BRIDGEWATER,MA,02324,27345.0,42.29555952362618,-71.05708058418296,"(42.29555952362618, -71.05708058418296)"
V295702,2016-04-15 10:30:16,Open,102.8,Maintenance,1724,Dorchester,AVE,Dorchester,MA,02124,16,1759 Dorchester Ave,Dorchester,MA,02124,48395.0,42.29112953157363,-71.06262060649728,"(42.29112953157363, -71.06262060649728)"
V295688,2016-04-15 10:17:57,Open,102.8,Maintenance,1724,Dorchester,AVE,Dorchester,MA,02124,16,1759 Dorchester Avenue,Dorchester,MA,02124,48395.0,42.29112953157363,-71.06262060649728,"(42.29112953157363, -71.06262060649728)"
V295694,2016-04-15 10:12:42,Open,1011,Exit Signs,1724,Dorchester,AVE,Dorchester,MA,02124,16,1759 Dorchester Avenue,Dorchester,MA,02124,48395.0,42.29112953157363,-71.06262060649728,"(42.29112953157363, -71.06262060649728)"
V295619,2016-04-15 09:14:45,Closed,105.1,Failure to Obtain Permit,1724,Dorchester,AVE,Dorchester,MA,02124,16,1759 Dorchester Avenue,Dorchester,MA,02124,48395.0,42.29112953157363,-71.06262060649728,"(42.29112953157363, -71.06262060649728)"
V295387,2016-04-14 09:02:30,Closed,110.7,Periodic Inspections,390,Stuart,ST,Boston,MA,02116,04,60 Columbus Cir,NEW YORK,NEW YORK,10023-5802,172953.0,42.34884342809022,-71.07374538449331,"(42.34884342809022, -71.07374538449331)"
V295286,2016-04-13 15:43:11,Closed,105.1,Failure to Obtain Permit,196,Highland,ST,Roxbury,MA,02119,11,c/o James Jenkins,ROXBURY,MA,02119,73715.0,42.32308956973173,-71.09347060481824,"(42.32308956973173, -71.09347060481824)"
V264731,2016-04-13 09:45:14,Closed,105.1,Failure to Obtain Permit,1672,Washington,ST,Roxbury,MA,02118,08,"35 FAY ST, STE 107A",Boston,MA,02118,171080.0,42.337293927921095,-71.0752793880231,"(42.337293927921095, -71.0752793880231)"
